
英国 · 本土,#genre#
MSNBC 新闻,http://lunar.pm:8080/RandyJ/9876/9326
NASA 太空电视,http://lunar.pm:8080/RandyJ/9876/105616
Newsmax 新闻,http://lunar.pm:8080/RandyJ/9876/70184
OAN 一国新闻网,http://lunar.pm:8080/RandyJ/9876/70185
天气频道,http://lunar.pm:8080/RandyJ/9876/9317
WeatherNation 天气,http://lunar.pm:8080/RandyJ/9876/100366
CNN 高清新闻,http://lunar.pm:8080/RandyJ/9876/104092



美国 · 体育,#genre#
Altitude 体育,http://lunar.pm:8080/RandyJ/9876/109824
Altitude 体育 2,http://lunar.pm:8080/RandyJ/9876/110306
AFN 体育,http://lunar.pm:8080/RandyJ/9876/118468
AFN 体育 2,http://lunar.pm:8080/RandyJ/9876/118469
ACC 大西洋海岸联盟,http://lunar.pm:8080/RandyJ/9876/68765
AT&T 体育网,http://lunar.pm:8080/RandyJ/9876/56636
beIN 体育,http://lunar.pm:8080/RandyJ/9876/9406
十大联盟体育网,http://lunar.pm:8080/RandyJ/9876/9572
CBS 体育网,http://lunar.pm:8080/RandyJ/9876/9570
ESPN 体育,http://lunar.pm:8080/RandyJ/9876/9569
ESPN 2,http://lunar.pm:8080/RandyJ/9876/9568
ESPN 西班牙语,http://lunar.pm:8080/RandyJ/9876/47478
ESPN 长角牛频道,http://lunar.pm:8080/RandyJ/9876/109317
ESPN 新闻,http://lunar.pm:8080/RandyJ/9876/9563
ESPN U 大学体育,http://lunar.pm:8080/RandyJ/9876/9561
FOX 体育 1,http://lunar.pm:8080/RandyJ/9876/9555
FOX 体育 2,http://lunar.pm:8080/RandyJ/9876/9554
FOX 大学体育(大西洋),http://lunar.pm:8080/RandyJ/9876/9556
FOX 大学体育(中部),http://lunar.pm:8080/RandyJ/9876/9558
FOX 大学体育(太平洋),http://lunar.pm:8080/RandyJ/9876/9557
FOX 足球+,http://lunar.pm:8080/RandyJ/9876/9551
Marquee 体育网,http://lunar.pm:8080/RandyJ/9876/95736
Mav TV 汽车运动,http://lunar.pm:8080/RandyJ/9876/59693
MLB 美国职棒网,http://lunar.pm:8080/RandyJ/9876/9548
Monumental 体育网,http://lunar.pm:8080/RandyJ/9876/132421
MSG 麦迪逊广场体育,http://lunar.pm:8080/RandyJ/9876/59686
MSG+,http://lunar.pm:8080/RandyJ/9876/59687
MSG 2,http://lunar.pm:8080/RandyJ/9876/59688
MSG 2+,http://lunar.pm:8080/RandyJ/9876/59689
NBA 电视,http://lunar.pm:8080/RandyJ/9876/9547
NBC 高尔夫频道,http://lunar.pm:8080/RandyJ/9876/9528
NBC 体育网,http://lunar.pm:8080/RandyJ/9876/9546
NBC 体育(湾区),http://lunar.pm:8080/RandyJ/9876/9545
NBC 体育(波士顿),http://lunar.pm:8080/RandyJ/9876/9544
NBC 体育(加州),http://lunar.pm:8080/RandyJ/9876/9543
NBC 体育(芝加哥),http://lunar.pm:8080/RandyJ/9876/9542
NBC 体育(费城),http://lunar.pm:8080/RandyJ/9876/9540
NESN 新英格兰体育,http://lunar.pm:8080/RandyJ/9876/69348
NESN+,http://lunar.pm:8080/RandyJ/9876/69349
NHL 冰球网,http://lunar.pm:8080/RandyJ/9876/9549
红牛TV,http://lunar.pm:8080/RandyJ/9876/26630
SEC 东南联盟体育,http://lunar.pm:8080/RandyJ/9876/44845
Spectrum 体育网 LA(道奇),http://lunar.pm:8080/RandyJ/9876/109804
Spectrum 体育网(湖人),http://lunar.pm:8080/RandyJ/9876/63627
SportsNet 纽约,http://lunar.pm:8080/RandyJ/9876/67471
Sportsnet 360,http://lunar.pm:8080/RandyJ/9876/9520
Sportsnet 东部,http://lunar.pm:8080/RandyJ/9876/9519
Sportsnet One,http://lunar.pm:8080/RandyJ/9876/9518
Sportsnet 安大略,http://lunar.pm:8080/RandyJ/9876/9517
Sportsnet 太平洋,http://lunar.pm:8080/RandyJ/9876/9516
Sportsnet 西部,http://lunar.pm:8080/RandyJ/9876/9515
牛仔频道,http://lunar.pm:8080/RandyJ/9876/132415
网球频道,http://lunar.pm:8080/RandyJ/9876/40854
TSN 1 加拿大体育,http://lunar.pm:8080/RandyJ/9876/9512
TSN 2,http://lunar.pm:8080/RandyJ/9876/9511
TSN 3,http://lunar.pm:8080/RandyJ/9876/9510
TSN 4,http://lunar.pm:8080/RandyJ/9876/9509
TSN 5,http://lunar.pm:8080/RandyJ/9876/9508
UFC 格斗通行证,http://lunar.pm:8080/RandyJ/9876/47052
Unbeaten 拳击频道,http://lunar.pm:8080/RandyJ/9876/111263
Willow 板球,http://lunar.pm:8080/RandyJ/9876/49964
Willow 板球 2,http://lunar.pm:8080/RandyJ/9876/132414
YES 体育网,http://lunar.pm:8080/RandyJ/9876/59692



加勒比-三方位广播电视网,http://lunar.pm:8080/RandyJ/9876/138951
加勒比-艺术与娱乐频道,http://lunar.pm:8080/RandyJ/9876/138952
加勒比-阿帕卡色彩台,http://lunar.pm:8080/RandyJ/9876/138953
加勒比-美国广播公司,http://lunar.pm:8080/RandyJ/9876/138954
加勒比-ABS电视台（安提瓜和巴布达）,http://lunar.pm:8080/RandyJ/9876/138955
加勒比-非洲频道,http://lunar.pm:8080/RandyJ/9876/138956
加勒比-半岛电视台,http://lunar.pm:8080/RandyJ/9876/138957
加勒比-安普利亚电视台,http://lunar.pm:8080/RandyJ/9876/138958
加勒比-动物星球频道,http://lunar.pm:8080/RandyJ/9876/138959
加勒比-圣歌电视台,http://lunar.pm:8080/RandyJ/9876/138960
加勒比-全美女性娱乐频道,http://lunar.pm:8080/RandyJ/9876/138961
加勒比-AXN动作频道,http://lunar.pm:8080/RandyJ/9876/138962
加勒比-宝贝第一台,http://lunar.pm:8080/RandyJ/9876/138963
加勒比-英国广播公司世界台,http://lunar.pm:8080/RandyJ/9876/138964
加勒比-黑人娱乐电视台,http://lunar.pm:8080/RandyJ/9876/138965
加勒比-BET福音台,http://lunar.pm:8080/RandyJ/9876/138966
加勒比-BET女性台,http://lunar.pm:8080/RandyJ/9876/138967
加勒比-比兹电视台,http://lunar.pm:8080/RandyJ/9876/138968
加勒比-彭博电视台,http://lunar.pm:8080/RandyJ/9876/138969
加勒比-卡拉动作台,http://lunar.pm:8080/RandyJ/9876/138970
加勒比-卡拉经典台,http://lunar.pm:8080/RandyJ/9876/138971
加勒比-卡拉天气台,http://lunar.pm:8080/RandyJ/9876/138972
加勒比-卡拉西部片台,http://lunar.pm:8080/RandyJ/9876/138973
加勒比-卡通频道,http://lunar.pm:8080/RandyJ/9876/138974
加勒比-卡托尼托儿童台,http://lunar.pm:8080/RandyJ/9876/138975
加勒比-哥伦比亚广播公司,http://lunar.pm:8080/RandyJ/9876/138976
加勒比-CCN电视6台,http://lunar.pm:8080/RandyJ/9876/138977
加勒比-中国中央电视台中文国际频道,http://lunar.pm:8080/RandyJ/9876/138978
加勒比-中国国际电视台,http://lunar.pm:8080/RandyJ/9876/138979
加勒比-电影频道,http://lunar.pm:8080/RandyJ/9876/138980
加勒比-电影最大值频道,http://lunar.pm:8080/RandyJ/9876/138981
加勒比-城市电视台,http://lunar.pm:8080/RandyJ/9876/138982
加勒比-经典艺术展播台,http://lunar.pm:8080/RandyJ/9876/138983
加勒比-消费者新闻与商业频道,http://lunar.pm:8080/RandyJ/9876/138984
加勒比-CNC3电视台,http://lunar.pm:8080/RandyJ/9876/138985
加勒比-有线电视新闻网,http://lunar.pm:8080/RandyJ/9876/138986
加勒比-CNN头条新闻,http://lunar.pm:8080/RandyJ/9876/138987
加勒比-CNN国际台,http://lunar.pm:8080/RandyJ/9876/138988
加勒比-色彩影院,http://lunar.pm:8080/RandyJ/9876/138989
加勒比-色彩里斯泰台,http://lunar.pm:8080/RandyJ/9876/138990
加勒比-喜剧中心频道,http://lunar.pm:8080/RandyJ/9876/138991
加勒比-喜剧电视台,http://lunar.pm:8080/RandyJ/9876/138992
加勒比-烹饪频道,http://lunar.pm:8080/RandyJ/9876/138993
加勒比-加拿大电视台,http://lunar.pm:8080/RandyJ/9876/138994
加勒比-CVM电视台,http://lunar.pm:8080/RandyJ/9876/138995
加勒比-晨星电视台,http://lunar.pm:8080/RandyJ/9876/138996
加勒比-探索频道,http://lunar.pm:8080/RandyJ/9876/138997
加勒比-探索家居与健康台,http://lunar.pm:8080/RandyJ/9876/138998
加勒比-探索家居与健康台,http://lunar.pm:8080/RandyJ/9876/138999
加勒比-探索儿童台,http://lunar.pm:8080/RandyJ/9876/139000
加勒比-探索科学台,http://lunar.pm:8080/RandyJ/9876/139001
加勒比-探索涡轮台,http://lunar.pm:8080/RandyJ/9876/139002
加勒比-迪士尼频道,http://lunar.pm:8080/RandyJ/9876/139003
加勒比-迪士尼少儿台,http://lunar.pm:8080/RandyJ/9876/139004
加勒比-E!娱乐频道,http://lunar.pm:8080/RandyJ/9876/139005
加勒比-娱乐与体育节目网,http://lunar.pm:8080/RandyJ/9876/139006
加勒比-ESPN第二台,http://lunar.pm:8080/RandyJ/9876/139007
加勒比-ESPN东南联盟台,http://lunar.pm:8080/RandyJ/9876/139008
加勒比-ESPN大学体育台,http://lunar.pm:8080/RandyJ/9876/139009
加勒比-永恒圣言电视网,http://lunar.pm:8080/RandyJ/9876/139010
加勒比-格斗频道,http://lunar.pm:8080/RandyJ/9876/139011
加勒比-流媒体体育台,http://lunar.pm:8080/RandyJ/9876/139012
加勒比-美食频道,http://lunar.pm:8080/RandyJ/9876/139013
加勒比-福克斯商业网,http://lunar.pm:8080/RandyJ/9876/139014
加勒比-福克斯新闻台,http://lunar.pm:8080/RandyJ/9876/139015
加勒比-福克斯足球加台,http://lunar.pm:8080/RandyJ/9876/139016
加勒比-福克斯体育第二台,http://lunar.pm:8080/RandyJ/9876/139017
加勒比-福克斯赛车台,http://lunar.pm:8080/RandyJ/9876/139018
加勒比-FX频道,http://lunar.pm:8080/RandyJ/9876/139019
加勒比-FYI生活资讯台,http://lunar.pm:8080/RandyJ/9876/139020
加勒比-游戏秀频道,http://lunar.pm:8080/RandyJ/9876/139021
加勒比-GBN格林纳达台,http://lunar.pm:8080/RandyJ/9876/139022
加勒比-高尔夫频道,http://lunar.pm:8080/RandyJ/9876/139023
加勒比-GRIT电视台,http://lunar.pm:8080/RandyJ/9876/139024
加勒比-HGTV家居装饰台,http://lunar.pm:8080/RandyJ/9876/139025
加勒比-历史频道,http://lunar.pm:8080/RandyJ/9876/139026
加勒比-伊斯兰广播网,http://lunar.pm:8080/RandyJ/9876/139027
加勒比-岛屿电视台,http://lunar.pm:8080/RandyJ/9876/139028
加勒比-ITV视觉台,http://lunar.pm:8080/RandyJ/9876/139029
加勒比-IETV电视台,http://lunar.pm:8080/RandyJ/9876/139030
加勒比-调查发现频道,http://lunar.pm:8080/RandyJ/9876/139031
加勒比-JNN电视台,http://lunar.pm:8080/RandyJ/9876/139032
加勒比-司法中心台,http://lunar.pm:8080/RandyJ/9876/139033
加勒比-终身电影网,http://lunar.pm:8080/RandyJ/9876/139034
加勒比-终身频道,http://lunar.pm:8080/RandyJ/9876/139035
加勒比-终身真实女性台,http://lunar.pm:8080/RandyJ/9876/139036
加勒比-马格诺利亚网,http://lunar.pm:8080/RandyJ/9876/139037
加勒比-MSNBC新闻台,http://lunar.pm:8080/RandyJ/9876/139038
加勒比-音乐电视网,http://lunar.pm:8080/RandyJ/9876/139039
加勒比-MTV印度台,http://lunar.pm:8080/RandyJ/9876/139040
加勒比-MTV第二台,http://lunar.pm:8080/RandyJ/9876/139041
加勒比-MY 9（纽约WWOR）,http://lunar.pm:8080/RandyJ/9876/139042
加勒比-我的目的地电视台,http://lunar.pm:8080/RandyJ/9876/139043
加勒比-国家地理野生台,http://lunar.pm:8080/RandyJ/9876/139044
加勒比-国家地理频道,http://lunar.pm:8080/RandyJ/9876/139045
加勒比-全国广播公司,http://lunar.pm:8080/RandyJ/9876/139046
加勒比-新闻18台,http://lunar.pm:8080/RandyJ/9876/139047
加勒比-新闻最大台,http://lunar.pm:8080/RandyJ/9876/139048
加勒比-尼克罗迪恩儿童频道,http://lunar.pm:8080/RandyJ/9876/139049
加勒比-加勒比统一电视台,http://lunar.pm:8080/RandyJ/9876/139050
加勒比-户外频道,http://lunar.pm:8080/RandyJ/9876/139051
加勒比-奥普拉电视网,http://lunar.pm:8080/RandyJ/9876/139052
加勒比-派拉蒙频道,http://lunar.pm:8080/RandyJ/9876/139053
加勒比-议会频道,http://lunar.pm:8080/RandyJ/9876/139054
加勒比-公共电视网,http://lunar.pm:8080/RandyJ/9876/139055
加勒比-公共电视儿童台,http://lunar.pm:8080/RandyJ/9876/139056
加勒比-甜心调频广播（100.1 FM）,http://lunar.pm:8080/RandyJ/9876/139057
加勒比-城市谈话广播（91.1 FM）,http://lunar.pm:8080/RandyJ/9876/139058
加勒比-真实电视台,http://lunar.pm:8080/RandyJ/9876/139059
加勒比-RETV电视台,http://lunar.pm:8080/RandyJ/9876/139060
加勒比-冲刺体育台,http://lunar.pm:8080/RandyJ/9876/139061
加勒比-冲刺体育第二台,http://lunar.pm:8080/RandyJ/9876/139062
加勒比-冲刺体育第三台,http://lunar.pm:8080/RandyJ/9876/139063
加勒比-冲刺体育主台,http://lunar.pm:8080/RandyJ/9876/139064
加勒比-桑基亚电视台,http://lunar.pm:8080/RandyJ/9876/139065
加勒比-SBN生命之子台,http://lunar.pm:8080/RandyJ/9876/139066
加勒比-微笑频道,http://lunar.pm:8080/RandyJ/9876/139067
加勒比-索尼娱乐电视台,http://lunar.pm:8080/RandyJ/9876/139068
加勒比-太空频道,http://lunar.pm:8080/RandyJ/9876/139069
加勒比-星空频道,http://lunar.pm:8080/RandyJ/9876/139070
加勒比-协同电视台,http://lunar.pm:8080/RandyJ/9876/139071
加勒比-三一广播网,http://lunar.pm:8080/RandyJ/9876/139072
加勒比-TBN灵感台,http://lunar.pm:8080/RandyJ/9876/139073
加勒比-特纳经典电影台,http://lunar.pm:8080/RandyJ/9876/139074
加勒比-青少年尼克台,http://lunar.pm:8080/RandyJ/9876/139075
加勒比-阿鲁巴电视台,http://lunar.pm:8080/RandyJ/9876/139076
加勒比-阿鲁巴电视台,http://lunar.pm:8080/RandyJ/9876/139077
加勒比-阿鲁巴电视台23频道,http://lunar.pm:8080/RandyJ/9876/139078
加勒比-阿鲁巴电视台49频道,http://lunar.pm:8080/RandyJ/9876/139079
加勒比-库拉索电视台,http://lunar.pm:8080/RandyJ/9876/139080
加勒比-Tin频道,http://lunar.pm:8080/RandyJ/9876/139081
加勒比-TLC旅游生活频道,http://lunar.pm:8080/RandyJ/9876/139082
加勒比-TNT电视网,http://lunar.pm:8080/RandyJ/9876/139083
加勒比-TNT剧集台,http://lunar.pm:8080/RandyJ/9876/139084
加勒比-多巴哥更新台,http://lunar.pm:8080/RandyJ/9876/139085
加勒比-卡通转播台,http://lunar.pm:8080/RandyJ/9876/139086
加勒比-加勒比音乐轨迹台,http://lunar.pm:8080/RandyJ/9876/139087
加勒比-旅游频道,http://lunar.pm:8080/RandyJ/9876/139088
加勒比-特立尼达和多巴哥电视台,http://lunar.pm:8080/RandyJ/9876/139089
加勒比-三一电视台,http://lunar.pm:8080/RandyJ/9876/139090
加勒比-TTT电视台,http://lunar.pm:8080/RandyJ/9876/139091
加勒比-觉醒电视台,http://lunar.pm:8080/RandyJ/9876/139092
加勒比-电视第四台,http://lunar.pm:8080/RandyJ/9876/139093
加勒比-电视直通车13台,http://lunar.pm:8080/RandyJ/9876/139094
加勒比-TVJ电视台,http://lunar.pm:8080/RandyJ/9876/139095
加勒比-TVJ体育台,http://lunar.pm:8080/RandyJ/9876/139096
加勒比-环球频道,http://lunar.pm:8080/RandyJ/9876/139097
加勒比-环球影城台,http://lunar.pm:8080/RandyJ/9876/139098
加勒比-USA电视网,http://lunar.pm:8080/RandyJ/9876/139099
加勒比-VH1音乐频道,http://lunar.pm:8080/RandyJ/9876/139100
加勒比-副媒体频道,http://lunar.pm:8080/RandyJ/9876/139101
加勒比-华纳兄弟频道,http://lunar.pm:8080/RandyJ/9876/139102
加勒比-WESN电视台,http://lunar.pm:8080/RandyJ/9876/139103
加勒比-WGN第九台,http://lunar.pm:8080/RandyJ/9876/139104
加勒比-WION国际新闻台,http://lunar.pm:8080/RandyJ/9876/139105
加勒比-WPG 10台,http://lunar.pm:8080/RandyJ/9876/139106
加勒比-WPIX电视台,http://lunar.pm:8080/RandyJ/9876/139107
加勒比-WSVN福克斯台,http://lunar.pm:8080/RandyJ/9876/139108
加勒比-泽影院,http://lunar.pm:8080/RandyJ/9876/139109
加勒比-泽电视台,http://lunar.pm:8080/RandyJ/9876/139110
加勒比-泽世界台,http://lunar.pm:8080/RandyJ/9876/139111



国际4K,#genre#


西班牙一台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1620282.m3u8
十一体育 1 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1470618.m3u8
V 体育 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1749221.m3u8
博物馆纪实 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1632124.m3u8
天空首映 1 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491180.m3u8
天空首映 2 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491181.m3u8
天空首映 3 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491183.m3u8
天空首映 4 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491184.m3u8
天空首映 5 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491185.m3u8
天空首映 6 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491186.m3u8
天空首映 7 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491187.m3u8
天空首映 8 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491188.m3u8
天空首映 9 台 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1491189.m3u8
DIGI 综合 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1632122.m3u8
M6 4K 频道,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/526148.m3u8
Canal+ 4K 主频道,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/526135.m3u8
好莱坞影院 4K,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1430509.m3u8
TNT顶级赛事,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1379047.m3u8
天空体育F1,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905859.m3u8
天空体育主赛事,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905924.m3u8
天空体育1台,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905869.m3u8
天空体育2台,https://raw.githubusercontent.com/IPTVFlixBD/OopsTv/refs/heads/main/callection/wc8/wc8/1905868.m3u8




剧集动画,#genre#

破产姐妹,http://lunar.pm:8080/RandyJ/9876/132535
21跳街,http://lunar.pm:8080/RandyJ/9876/132536
警方 custody 24小时,http://lunar.pm:8080/RandyJ/9876/132537
我为喜剧狂,http://lunar.pm:8080/RandyJ/9876/132538
外星人报道,http://lunar.pm:8080/RandyJ/9876/132539
监狱风云60天,http://lunar.pm:8080/RandyJ/9876/132540
七重天,http://lunar.pm:8080/RandyJ/9876/132541
简单规则8条,http://lunar.pm:8080/RandyJ/9876/132542
新飞越比弗利,http://lunar.pm:8080/RandyJ/9876/132543
不同的世界,http://lunar.pm:8080/RandyJ/9876/132544
闹鬼,http://lunar.pm:8080/RandyJ/9876/132545
阿博特和科斯特洛秀,http://lunar.pm:8080/RandyJ/9876/132546
听吉姆说,http://lunar.pm:8080/RandyJ/9876/132547
探险活宝,http://lunar.pm:8080/RandyJ/9876/132548
探险活宝,http://lunar.pm:8080/RandyJ/9876/132549
妙妙熊历险记,http://lunar.pm:8080/RandyJ/9876/132550
外星人阿尔夫,http://lunar.pm:8080/RandyJ/9876/132551
希区柯克剧场,http://lunar.pm:8080/RandyJ/9876/132552
爱丽丝,http://lunar.pm:8080/RandyJ/9876/132553
法国小馆儿,http://lunar.pm:8080/RandyJ/9876/132554
美国老爹,http://lunar.pm:8080/RandyJ/9876/132555
远古外星人,http://lunar.pm:8080/RandyJ/9876/132556
天使,http://lunar.pm:8080/RandyJ/9876/132557
动物王国,http://lunar.pm:8080/RandyJ/9876/132558
小小安妮,http://lunar.pm:8080/RandyJ/9876/132559
间谍亚契,http://lunar.pm:8080/RandyJ/9876/132560
你害怕黑暗吗,http://lunar.pm:8080/RandyJ/9876/132561
发展受阻,http://lunar.pm:8080/RandyJ/9876/132562
绿箭侠,http://lunar.pm:8080/RandyJ/9876/132563
降世神通,http://lunar.pm:8080/RandyJ/9876/132564
降世神通,http://lunar.pm:8080/RandyJ/9876/132565
奶爸大联盟,http://lunar.pm:8080/RandyJ/9876/132566
回到未来动画版,http://lunar.pm:8080/RandyJ/9876/132567
球手们,http://lunar.pm:8080/RandyJ/9876/132568
兄弟连,http://lunar.pm:8080/RandyJ/9876/132569
酒吧救援,http://lunar.pm:8080/RandyJ/9876/132570
巴尼·米勒,http://lunar.pm:8080/RandyJ/9876/132571
贝茨旅馆,http://lunar.pm:8080/RandyJ/9876/132572
蝙蝠侠,http://lunar.pm:8080/RandyJ/9876/132573
蝙蝠侠动画系列,http://lunar.pm:8080/RandyJ/9876/132574
蝙蝠侠动画系列,http://lunar.pm:8080/RandyJ/9876/132575
蝙蝠侠：英勇无畏,http://lunar.pm:8080/RandyJ/9876/132576
海滩救护队,http://lunar.pm:8080/RandyJ/9876/132577
美女与野兽1987,http://lunar.pm:8080/RandyJ/9876/132578
美女与野兽2012,http://lunar.pm:8080/RandyJ/9876/132579
瘪四与大头蛋,http://lunar.pm:8080/RandyJ/9876/132580
玛丽简的单身生活,http://lunar.pm:8080/RandyJ/9876/132581
少年骇客,http://lunar.pm:8080/RandyJ/9876/132582
比弗利山妓院,http://lunar.pm:8080/RandyJ/9876/132583
家有仙妻,http://lunar.pm:8080/RandyJ/9876/132584
血变,http://lunar.pm:8080/RandyJ/9876/132585
布莱克书店,http://lunar.pm:8080/RandyJ/9876/132586
黑人耶稣,http://lunar.pm:8080/RandyJ/9876/132587
黑镜,http://lunar.pm:8080/RandyJ/9876/132588
喜新不厌旧,http://lunar.pm:8080/RandyJ/9876/132589
烈焰与怪兽机器,http://lunar.pm:8080/RandyJ/9876/132590
烈焰与怪兽机器,http://lunar.pm:8080/RandyJ/9876/132591
警察世家,http://lunar.pm:8080/RandyJ/9876/132592
蓝色线索,http://lunar.pm:8080/RandyJ/9876/132593
布鲁伊,http://lunar.pm:8080/RandyJ/9876/132594
布鲁伊,http://lunar.pm:8080/RandyJ/9876/132595
大西洋帝国,http://lunar.pm:8080/RandyJ/9876/132596
开心汉堡店,http://lunar.pm:8080/RandyJ/9876/132597
伯南扎的牛仔,http://lunar.pm:8080/RandyJ/9876/132598
边境安全,http://lunar.pm:8080/RandyJ/9876/132599
博斯,http://lunar.pm:8080/RandyJ/9876/132600
波士顿法律,http://lunar.pm:8080/RandyJ/9876/132601
男孩成长记,http://lunar.pm:8080/RandyJ/9876/132602
绝命毒师,http://lunar.pm:8080/RandyJ/9876/132603
布罗克迈尔,http://lunar.pm:8080/RandyJ/9876/132604
神烦警探,http://lunar.pm:8080/RandyJ/9876/132605
吸血鬼猎人巴菲,http://lunar.pm:8080/RandyJ/9876/132606
火线警告,http://lunar.pm:8080/RandyJ/9876/132607
呼叫助产士,http://lunar.pm:8080/RandyJ/9876/132608
地球超人,http://lunar.pm:8080/RandyJ/9876/132609
你在哪里,http://lunar.pm:8080/RandyJ/9876/132610
百夫长,http://lunar.pm:8080/RandyJ/9876/132611
查普尔秀,http://lunar.pm:8080/RandyJ/9876/132612
圣女魔咒,http://lunar.pm:8080/RandyJ/9876/132613
干杯酒吧,http://lunar.pm:8080/RandyJ/9876/132614
芝加哥烈焰,http://lunar.pm:8080/RandyJ/9876/132615
芝加哥医院,http://lunar.pm:8080/RandyJ/9876/132616
芝加哥警署,http://lunar.pm:8080/RandyJ/9876/132617
奇奇与蒂蒂：救援突击队,http://lunar.pm:8080/RandyJ/9876/132618
公路巡逻队,http://lunar.pm:8080/RandyJ/9876/132619
地下城市,http://lunar.pm:8080/RandyJ/9876/132620
眼镜蛇道馆,http://lunar.pm:8080/RandyJ/9876/132621
铁证悬案,http://lunar.pm:8080/RandyJ/9876/132622
神探可伦坡,http://lunar.pm:8080/RandyJ/9876/132623
康斯坦丁,http://lunar.pm:8080/RandyJ/9876/132624
超越时间线,http://lunar.pm:8080/RandyJ/9876/132625
验尸官,http://lunar.pm:8080/RandyJ/9876/132626
熟女镇,http://lunar.pm:8080/RandyJ/9876/132627
犯罪心理,http://lunar.pm:8080/RandyJ/9876/132628
犯罪现场调查：网络,http://lunar.pm:8080/RandyJ/9876/132629
犯罪现场调查：迈阿密,http://lunar.pm:8080/RandyJ/9876/132630
犯罪现场调查,http://lunar.pm:8080/RandyJ/9876/132631
犯罪现场调查：纽约,http://lunar.pm:8080/RandyJ/9876/132632
消消气,http://lunar.pm:8080/RandyJ/9876/132633
好奇的乔治,http://lunar.pm:8080/RandyJ/9876/132634
老爸的军队,http://lunar.pm:8080/RandyJ/9876/132635
渔人的搏斗,http://lunar.pm:8080/RandyJ/9876/132636
朽木,http://lunar.pm:8080/RandyJ/9876/132637
天堂岛疑云,http://lunar.pm:8080/RandyJ/9876/132638
迪格拉斯高中,http://lunar.pm:8080/RandyJ/9876/132639
德里克,http://lunar.pm:8080/RandyJ/9876/132640
德克斯特的实验室,http://lunar.pm:8080/RandyJ/9876/132641
迪克·范·戴克秀,http://lunar.pm:8080/RandyJ/9876/132642
细路仔,http://lunar.pm:8080/RandyJ/9876/132643
美食大冒险,http://lunar.pm:8080/RandyJ/9876/132644
恐龙,http://lunar.pm:8080/RandyJ/9876/132645
迪士尼电影,http://lunar.pm:8080/RandyJ/9876/132646
神秘博士,http://lunar.pm:8080/RandyJ/9876/132647
爱探险的朵拉,http://lunar.pm:8080/RandyJ/9876/132648
爱探险的朵拉,http://lunar.pm:8080/RandyJ/9876/132649
唐顿庄园,http://lunar.pm:8080/RandyJ/9876/132650
龙珠超,http://lunar.pm:8080/RandyJ/9876/132651
龙珠Z,http://lunar.pm:8080/RandyJ/9876/132652
龙珠Z,http://lunar.pm:8080/RandyJ/9876/132653
梦工厂动画,http://lunar.pm:8080/RandyJ/9876/132654
醉酒史,http://lunar.pm:8080/RandyJ/9876/132655
鸭子王朝,http://lunar.pm:8080/RandyJ/9876/132656
唐老鸭历险记,http://lunar.pm:8080/RandyJ/9876/132657
唐老鸭历险记1987,http://lunar.pm:8080/RandyJ/9876/132658
唐老鸭历险记2017,http://lunar.pm:8080/RandyJ/9876/132659
艾莲娜公主,http://lunar.pm:8080/RandyJ/9876/132660
艾莲娜公主,http://lunar.pm:8080/RandyJ/9876/132661
